year,age,total,men,women,forecast_type
2044,20 лет,1325358,683659,641699,Средний
2044,21 лет,1398024,721481,676543,Средний
2044,22 лет,1498216,775801,722415,Средний
2044,23 лет,1544524,800960,743564,Средний
2044,24 лет,1610489,835418,775071,Средний
2044,25 лет,1742498,905911,836587,Средний
2044,26 лет,1836036,952633,883403,Средний
2044,27 лет,2035418,1054521,980897,Средний
2044,28 лет,2101769,1087502,1014267,Средний
2044,29 лет,2085069,1079589,1005480,Средний
2044,30 лет,2061925,1063669,998256,Средний
2044,31 лет,2057458,1059204,998254,Средний
2044,32 лет,1941600,995159,946441,Средний
2044,33 лет,1873034,957538,915496,Средний
2044,34 лет,1807774,918169,889605,Средний
2044,35 лет,1783313,899698,883615,Средний
2044,36 лет,1684258,848565,835693,Средний
2044,37 лет,1558568,785064,773504,Средний
2044,38 лет,1578700,792957,785743,Средний
2044,39 лет,1543885,775523,768362,Средний
2044,40 лет,1572927,786230,786697,Средний
2044,41 лет,1549124,781267,767857,Средний
2044,42 лет,1470033,741533,728500,Средний
2044,43 лет,1569413,791039,778374,Средний
2044,44 лет,1490602,751699,738903,Средний
2044,45 лет,1484805,743217,741588,Средний
2044,46 лет,1427690,713635,714055,Средний
2044,47 лет,1552932,774821,778111,Средний
2044,48 лет,1649049,815305,833744,Средний
2044,49 лет,1595369,791677,803692,Средний
2044,50 лет,1623473,796824,826649,Средний
2044,51 лет,1784747,865063,919684,Средний
2044,52 лет,1929647,929902,999745,Средний
2044,53 лет,2269442,1090188,1179254,Средний
2044,54 лет,2300550,1091664,1208886,Средний
2044,55 лет,2324760,1094018,1230742,Средний
2044,56 лет,2406456,1127557,1278899,Средний
2044,57 лет,2404485,1124163,1280322,Средний
2044,58 лет,2384659,1107229,1277430,Средний
2044,59 лет,2226632,1026494,1200138,Средний
2044,60 лет,2246568,1020368,1226200,Средний
2044,61 лет,2109878,949813,1160065,Средний
2044,62 лет,1976744,883992,1092752,Средний
2044,63 лет,2125981,952432,1173549,Средний
2044,64 лет,1909425,837696,1071729,Средний
2044,65 лет,1858808,806380,1052428,Средний
2044,66 лет,1732374,738182,994192,Средний
2044,67 лет,1771822,750196,1021626,Средний
2044,68 лет,1744537,728672,1015865,Средний
2044,69 лет,1613715,668283,945432,Средний
2044,70 лет,1510654,614366,896288,Средний
2044,71 лет,1494287,599959,894328,Средний
2044,72 лет,1401131,555070,846061,Средний
2044,73 лет,1445279,573146,872133,Средний
2044,74 лет,1272471,487427,785044,Средний
2044,75 лет,1231197,461700,769497,Средний
2044,76 лет,1116757,405403,711354,Средний
2044,77 лет,1114002,394552,719450,Средний
2044,78 лет,1145284,396685,748599,Средний
2044,79 лет,1065695,353164,712531,Средний
2044,80 лет,1098212,353250,744962,Средний
2044,81 лет,1041657,320920,720737,Средний
2044,82 лет,1007944,299870,708074,Средний
2044,83 лет,1018303,296706,721597,Средний
2044,84 лет,859193,237600,621593,Средний
2044,85 лет и более,4126180,957649,3168531,Средний
2044,Все население,139135918,64951355,74184563,Средний
2045,0 лет,1423865,732737,691128,Средний
2045,1 год,1423298,732344,690954,Средний
2045,2 года,1425006,733085,691921,Средний
2045,3 года,1422007,731394,690613,Средний
2045,4 года,1411965,726067,685898,Средний
2045,5 лет,1401401,720463,680938,Средний
2045,6 лет,1388666,713753,674913,Средний
2045,7 лет,1370003,704024,665979,Средний
2045,8 лет,1340788,688901,651887,Средний
2045,9 лет,1317872,677048,640824,Средний
2045,10 лет,1297674,666614,631060,Средний
2045,11 лет,1280250,657633,622617,Средний
2045,12 лет,1253144,643670,609474,Средний
2045,13 лет,1233926,633755,600171,Средний
2045,14 лет,1225356,629316,596040,Средний
2045,15 лет,1219141,626095,593046,Средний
2045,16 лет,1206310,619478,586832,Средний
2045,17 лет,1195537,614030,581507,Средний
2045,18 лет,1204994,619344,585650,Средний
2045,19 лет,1224489,630330,594159,Средний
2045,20 лет,1254857,647348,607509,Средний
2045,21 лет,1339941,692656,647285,Средний
2045,22 лет,1414164,731240,682924,Средний
2045,23 лет,1515063,785670,729393,Средний
2045,24 лет,1561690,810775,750915,Средний
2045,25 лет,1627806,845209,782597,Средний
2045,26 лет,1759779,915699,844080,Средний
2045,27 лет,1852580,962050,890530,Средний
2045,28 лет,2049325,1062239,987086,Средний
2045,29 лет,2112073,1092830,1019243,Средний
2045,30 лет,2091307,1082151,1009156,Средний
2045,31 лет,2064030,1063383,1000647,Средний
2045,32 лет,2055799,1056298,999501,Средний
2045,33 лет,1938340,991129,947211,Средний
2045,34 лет,1868942,952935,916007,Средний
2045,35 лет,1803831,913716,890115,Средний
2045,36 лет,1779988,895757,884231,Средний
2045,37 лет,1682870,846037,836833,Средний
2045,38 лет,1558795,783790,775005,Средний
2045,39 лет,1579095,791986,787109,Средний
2045,40 лет,1545044,775259,769785,Средний
2045,41 лет,1574201,786136,788065,Средний
2045,42 лет,1551113,781703,769410,Средний
2045,43 лет,1472459,742350,730109,Средний
2045,44 лет,1571161,791458,779703,Средний
2045,45 лет,1492744,752406,740338,Средний
2045,46 лет,1486810,743906,742904,Средний
2045,47 лет,1429337,714106,715231,Средний
2045,48 лет,1553231,774398,778833,Средний
2045,49 лет,1648199,814126,834073,Средний
2045,50 лет,1594131,790228,803903,Средний
2045,51 лет,1621155,794679,826476,Средний
2045,52 лет,1780260,861482,918778,Средний
2045,53 лет,1922711,924685,998026,Средний
2045,54 лет,2258526,1082294,1176232,Средний
2045,55 лет,2288126,1082806,1205320,Средний
2045,56 лет,2310676,1084050,1226626,Средний
2045,57 лет,2390141,1116066,1274075,Средний
2045,58 лет,2386726,1111671,1275055,Средний
2045,59 лет,2365812,1094019,1271793,Средний
2045,60 лет,2207804,1013303,1194501,Средний
2045,61 лет,2225849,1006039,1219810,Средний
2045,62 лет,2088936,935359,1153577,Средний
2045,63 лет,1955257,869125,1086132,Средний
2045,64 лет,2100328,934746,1165582,Средний
2045,65 лет,1884824,820949,1063875,Средний
2045,66 лет,1832809,788860,1043949,Средний
2045,67 лет,1706101,720707,985394,Средний
2045,68 лет,1742336,730749,1011587,Средний
2045,69 лет,1712993,708101,1004892,Средний
2045,70 лет,1582065,647813,934252,Средний
2045,71 лет,1478535,593910,884625,Средний
2045,72 лет,1459413,578047,881366,Средний
2045,73 лет,1365096,532737,832359,Средний
2045,74 лет,1403853,547680,856173,Средний
2045,75 лет,1232514,463589,768925,Средний
2045,76 лет,1188286,436750,751536,Средний
2045,77 лет,1073634,381130,692504,Средний
2045,78 лет,1065830,368309,697521,Средний
2045,79 лет,1089861,367451,722410,Средний
2045,80 лет,1008317,324405,683912,Средний
2045,81 лет,1031859,321422,710437,Средний
2045,82 лет,971341,288967,682374,Средний
2045,83 лет,931772,266881,664891,Средний
2045,84 лет,932070,260752,671318,Средний
2045,85 лет и более,4261735,978399,3283336,Средний
2045,Все население,138951948,64926987,74024961,Средний
2046,0 лет,1423654,732634,691020,Средний
2046,1 год,1425915,733686,692229,Средний
2046,2 года,1425926,733553,692373,Средний
2046,3 года,1428046,734483,693563,Средний
2046,4 года,1425311,732906,692405,Средний
2046,5 лет,1415407,727634,687773,Средний
2046,6 лет,1404903,722067,682836,Средний
2046,7 лет,1392124,715351,676773,Средний
2046,8 лет,1373303,705577,667726,Средний
2046,9 лет,1343894,690376,653518,Средний
2046,10 лет,1320822,678456,642366,Средний
2046,11 лет,1300517,667990,632527,Средний
2046,12 лет,1283018,658969,624049,Средний
2046,13 лет,1255997,645033,610964,Средний
2046,14 лет,1236996,635214,601782,Средний
2046,15 лет,1228623,630882,597741,Средний
2046,16 лет,1222608,627759,594849,Средний
2046,17 лет,1210909,621826,589083,Средний
2046,18 лет,1202531,617956,584575,Средний
2046,19 лет,1214998,625329,589669,Средний
2046,20 лет,1237266,638226,599040,Средний
2046,21 лет,1269756,656559,613197,Средний
2046,22 лет,1356424,702628,653796,Средний
2046,23 лет,1431425,741355,690070,Средний
2046,24 лет,1532639,795718,736921,Средний
2046,25 лет,1579597,820908,758689,Средний
2046,26 лет,1645996,855565,790431,Средний
2046,27 лет,1777472,925836,851636,Средний
2046,28 лет,1868390,971009,897381,Средний
2046,29 лет,2061477,1068801,992676,Средний
2046,30 лет,2120005,1096541,1023464,Средний
2046,31 лет,2095114,1083001,1012113,Средний
2046,32 лет,2063764,1061414,1002350,Средний
2046,33 лет,2052168,1051991,1000177,Средний
2046,34 лет,1933846,986234,947612,Средний
2046,35 лет,1864201,947871,916330,Средний
2046,36 лет,1799637,909116,890521,Средний
2046,37 лет,1776515,891804,884711,Средний
2046,38 лет,1681256,843517,837739,Средний
2046,39 лет,1558811,782523,776288,Средний
2046,40 лет,1579430,791108,788322,Средний
2046,41 лет,1546211,775120,771091,Средний
2046,42 лет,1575476,786150,789326,Средний
2046,43 лет,1552803,782031,770772,Средний
2046,44 лет,1474502,742970,731532,Средний
2046,45 лет,1572661,791740,780921,Средний
2046,46 лет,1494579,752973,741606,Средний
2046,47 лет,1488379,744359,744020,Средний
2046,48 лет,1430454,714217,716237,Средний
2046,49 лет,1553012,773646,779366,Средний
2046,50 лет,1646807,812612,834195,Средний
2046,51 лет,1592289,788364,803925,Средний
2046,52 лет,1618147,792047,826100,Средний
2046,53 лет,1775063,857415,917648,Средний
2046,54 лет,1914999,918923,996076,Средний
2046,55 лет,2246616,1073709,1172907,Средний
2046,56 лет,2274640,1073209,1201431,Средний
2046,57 лет,2295498,1073327,1222171,Средний
2046,58 лет,2372737,1103859,1268878,Средний
2046,59 лет,2367857,1098474,1269383,Средний
2046,60 лет,2345615,1079935,1265680,Средний
2046,61 лет,2187530,999216,1188314,Средний
2046,62 лет,2203500,990675,1212825,Средний
2046,63 лет,2066379,919827,1146552,Средний
2046,64 лет,1932203,853289,1078914,Средний
2046,65 лет,2072915,916014,1156901,Средний
2046,66 лет,1858539,803215,1055324,Средний
2046,67 лет,1805067,770340,1034727,Средний
2046,68 лет,1678152,702292,975860,Средний
2046,69 лет,1711038,710308,1000730,Средний
2046,70 лет,1679579,686566,993013,Средний
2046,71 лет,1548666,626488,922178,Средний
2046,72 лет,1444525,572539,871986,Средний
2046,73 лет,1422410,555147,867263,Средний
2046,74 лет,1326896,509462,817434,Средний
2046,75 лет,1359990,521231,838759,Средний
2046,76 лет,1190205,438911,751294,Средний
2046,77 лет,1142927,411002,731925,Средний
2046,78 лет,1028019,356188,671831,Средний
2046,79 лет,1015151,341560,673591,Средний
2046,80 лет,1031805,337925,693880,Средний
2046,81 лет,948333,295563,652770,Средний
2046,82 лет,962958,289776,673182,Средний
2046,83 лет,898913,257547,641366,Средний
2046,84 лет,854007,234843,619164,Средний
2046,85 лет и более,4442565,1015519,3427046,Средний
2046,Все население,138771308,64909929,73861379,Средний
